Id,Model,Age_08_04,Mfg_Month,KM,HP,cc,Quarterly_Tax,Weight,Price (Y),,,,
655,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,1,115071,110,1600,85,1055,7950,,,,
656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,63,6,115000,110,1600,197,1109,9450,,,,
657,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,64,5,114846,110,1600,85,1075,9950,,,,
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,65,4,114383,90,2000,64,1260,6950,,,,
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,59,10,113700,110,1600,19,1065,8250,,,,
660,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,2,113118,86,1300,69,1020,9950,,,,
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,59,10,112827,86,1300,69,1040,8250,,,,
662,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,1,112116,110,1600,85,1070,9950,,,,
663,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,66,3,112000,110,1600,85,1065,10500,,,,
664,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,62,7,112000,72,2000,64,1135,7950,,,,
665,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,65,4,111769,110,1600,85,1065,9750,,,,
666,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,8,110853,110,1600,85,1070,9250,,,,
667,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,68,1,110287,110,1600,69,1050,9500,,,,
668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,109547,110,1600,85,1075,9950,,,,
669,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,6,109230,110,1600,69,1050,7750,,,,
670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,109150,110,1600,85,1075,9500,,,,
671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,67,2,108793,110,1600,69,1035,9950,,,,
672,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,64,5,106784,110,1600,19,1050,9750,,,,
673,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,58,11,105942,86,1300,69,1040,9750,,,,
674,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,59,10,105000,86,1300,19,1015,5950,,,,
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,62,7,105000,86,1300,69,1040,8500,,,,
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,68,1,104299,110,1600,85,1085,8495,,,,
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,2,104000,86,1300,69,1020,9250,,,,
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,68,1,104000,86,1300,19,1015,6900,,,,
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,58,11,103458,86,1300,69,1025,8950,,,,
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,6,103400,110,1600,85,1075,9500,,,,
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,63,6,102807,86,1300,85,1055,9250,,,,
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,68,1,102494,110,1600,85,1090,9895,,,,
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,57,12,102300,72,2000,185,1135,9950,,,,
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,102106,110,1600,69,1050,7950,,,,
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,101889,110,1600,85,1075,8750,,,,
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,57,12,101791,72,2000,185,1115,8250,,,,
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,63,6,101469,110,1600,85,1065,8950,,,,
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,101001,110,1600,85,1075,8950,,,,
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,8,100748,110,1600,85,1070,8950,,,,
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,100550,110,1600,85,1075,8950,,,,
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,2,99781,110,1600,85,1085,9450,,,,
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,59,10,98658,86,1300,69,1020,8950,,,,
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,98500,110,1600,85,1075,9250,,,,
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,64,5,98291,86,1300,69,1000,8750,,,,
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,97648,110,1600,85,1065,9950,,,,
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,61,8,97425,110,1600,85,1075,9950,,,,
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,97173,86,1300,69,1015,9900,,,,
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,66,3,97046,86,1300,69,1000,8950,,,,
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,2,96000,110,1600,69,1050,8950,,,,
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,60,9,96000,72,2000,185,1100,12250,,,,
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,67,2,95750,110,1600,85,1070,9250,,,,
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,61,8,95147,110,1600,85,1050,10250,,,,
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,95000,110,1600,69,1050,8950,,,,
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,65,4,95000,110,1600,69,1050,7999,,,,
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,66,3,94606,110,1600,85,1065,9900,,,,
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,63,6,94504,86,1300,69,1000,8250,,,,
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,93428,110,1600,85,1075,10500,,,,
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,93408,86,1300,69,1015,8450,,,,
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,68,1,93296,110,1600,85,1090,9900,,,,
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,93098,110,1600,85,1075,10500,,,,
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,67,2,92922,72,2000,185,1100,8500,,,,
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,92498,110,1600,69,1050,9500,,,,
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,65,4,92226,110,1600,85,1065,9450,,,,
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,68,1,91505,72,2000,185,1115,9900,,,,
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,91333,110,1600,69,1050,8250,,,,
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,91246,86,1300,69,1015,8750,,,,
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,91000,110,1600,85,1075,9500,,,,
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,90727,110,1600,69,1050,8450,,,,
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,62,7,90000,110,1600,69,1050,8490,,,,
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,60,9,89576,110,1600,69,1035,8750,,,,
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,64,5,89145,86,1300,69,1025,9750,,,,
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,63,6,89000,110,1600,85,1085,9950,,,,
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,88807,110,1600,69,1050,8500,,,,
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,6,88685,110,1600,85,1070,8450,,,,
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,62,7,88667,110,1600,69,1040,7900,,,,
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,12,88480,110,1600,69,1050,8750,,,,
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,61,8,88127,86,1300,69,1015,7950,,,,
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,62,7,88000,86,1300,69,1020,6900,,,,
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,87821,86,1300,69,1015,8150,,,,
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,59,10,87654,86,1300,85,1065,10995,,,,
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,10,86888,110,1600,69,1050,8900,,,,
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,59,10,86871,86,1300,69,1040,9500,,,,
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,86714,110,1600,69,1035,8950,,,,
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,65,4,85889,110,1600,85,1065,11500,,,,
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,62,7,85000,110,1600,69,1050,10450,,,,
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,60,9,85000,86,1300,69,1025,10500,,,,
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,84976,110,1600,69,1035,9250,,,,
738,?TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,65,4,84558,110,1600,19,1120,10950,,,,
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,84549,110,1600,85,1075,10450,,,,
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,84482,110,1600,85,1075,9250,,,,
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,7,83908,110,1600,85,1070,8750,,,,
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,83560,86,1300,69,1015,8750,,,,
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,68,1,83000,107,1600,85,1100,9800,,,,
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,82723,86,1300,69,1015,8250,,,,
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,62,7,82421,110,1600,85,1065,10450,,,,
746,TOYOTA Corolla 1.6 4/5-Doors,58,11,82254,110,1600,69,1050,9750,,,,
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,61,8,82115,110,1600,85,1055,8950,,,,
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,82000,86,1300,69,1015,7450,,,,
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,68,1,81965,86,1300,69,1035,8450,,,,
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,66,3,81250,110,1600,19,1050,8250,,,,
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,65,4,81192,110,1600,85,1065,10950,,,,
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,61,8,81170,110,1600,69,1040,8950,,,,
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,3,81083,86,1300,69,1015,8750,,,,
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,61,8,80714,110,1600,85,1075,10450,,,,
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,57,12,80470,110,1600,85,1085,10950,,,,
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,80439,110,1600,69,1035,8450,,,,
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,80430,110,1600,85,1065,9950,,,,
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,1,80426,110,1600,85,1055,9950,,,,
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,62,7,80265,86,1300,69,1015,8750,,,,
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,65,4,80153,110,1600,85,1070,9950,,,,
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,1,80121,110,1600,85,1070,9500,,,,
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,80086,110,1600,69,1035,8250,,,,
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,80000,110,1600,85,1075,10950,,,,
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,60,9,80000,86,1300,19,1015,7950,,,,
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,65,4,80000,86,1300,19,1015,8250,,,,
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,67,2,79858,110,1600,69,1040,9895,,,,
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,79762,86,1300,69,1015,9130,,,,
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,59,10,79660,86,1300,85,1065,10950,,,,
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,60,9,79150,110,1600,85,1075,10500,,,,
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,79000,110,1600,69,1050,8900,,,,
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,57,12,78955,86,1300,69,1045,9500,,,,
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,59,10,78750,90,1975,210,1155,10950,,,,
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,78521,86,1300,69,1015,7950,,,,
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,78356,86,1300,69,1015,7950,,,,
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,78076,86,1300,69,1015,7950,,,,
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,61,8,78063,107,1600,85,1100,9500,,,,
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,77821,110,1600,85,1075,10950,,,,
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,77695,110,1600,69,1035,9750,,,,
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,77500,110,1600,69,1050,9750,,,,
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,63,6,77457,110,1600,85,1055,9450,,,,
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,77029,86,1300,69,1015,8950,,,,
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,68,1,77008,86,1300,69,1015,8950,,,,
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,66,3,76791,110,1600,85,1070,8900,,,,
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,61,8,76700,86,1300,69,1035,9950,,,,
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,67,2,76569,86,1300,69,1020,8750,,,,
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,59,10,76162,110,1600,85,1075,8950,,,,
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,76155,110,1600,69,1035,8990,,,,
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,61,8,75609,86,1300,69,1015,8950,,,,
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,62,7,75569,72,2000,185,1120,8950,,,,
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,67,2,75429,110,1600,85,1065,9950,,,,
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,75000,110,1600,85,1075,9900,,,,
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,65,4,75000,86,1300,19,1015,8950,,,,
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,7,75000,110,1600,85,1070,8950,,,,
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,66,3,74963,107,1600,85,1085,9500,,,,
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,1,74889,86,1300,69,1015,7950,,,,
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,68,1,74875,110,1600,85,1070,7750,,,,
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,6,74747,110,1600,85,1075,8950,,,,
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,60,9,74720,110,1600,85,1085,11950,,,,
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,74457,110,1600,85,1075,8950,,,,
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,60,9,74337,86,1300,69,1035,11950,,,,
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,1,74308,110,1600,69,1050,8950,,,,
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,64,5,74193,110,1600,69,1050,9950,,,,
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,74179,110,1600,69,1050,8250,,,,
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,67,2,73936,86,1300,69,1050,8995,,,,
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,73894,110,1600,85,1065,9995,,,,
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,73500,110,1600,69,1050,9250,,,,
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,64,5,73376,110,1600,85,1070,10950,,,,
808,TOYOTA Corolla 1.3 16V 2/3-Doors,64,5,73300,86,1300,69,1015,8900,,,,
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,73172,110,1600,85,1075,9500,,,,
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,11,72928,110,1600,85,1075,9950,,,,
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,67,2,72880,86,1332,69,1015,7950,,,,
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,6,72522,110,1600,69,1050,8250,,,,
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,5,72000,86,1300,69,1015,9450,,,,
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,57,12,72000,86,1300,69,1015,7950,,,,
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,71366,110,1600,85,1065,9500,,,,
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,71317,110,1600,69,1050,8950,,,,
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,62,7,71000,110,1600,85,1070,10950,,,,
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,9,70954,110,1600,69,1050,8950,,,,
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,6,70908,86,1300,69,1035,9450,,,,
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,58,11,70560,110,1600,69,1050,8000,,,,
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,70552,110,1600,85,1075,9900,,,,
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,62,7,70500,110,1600,69,1035,8950,,,,
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,60,9,70453,72,2000,185,1135,10900,,,,
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,59,10,70218,110,1600,69,1050,9450,,,,
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,64,5,70116,110,1600,69,1035,8450,,,,
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,4,70068,110,1600,85,1075,9500,,,,
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,67,2,70000,107,1587,19,1065,10500,,,,
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,68,1,70000,86,1300,69,1015,6950,,,,
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,1,69103,110,1600,69,1035,9750,,,,
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,58,11,69022,86,1300,69,1035,6950,,,,
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,2,69000,110,1600,85,1065,9650,,,,
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,68,1,68865,110,1600,85,1065,9950,,,,
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,58,11,68723,86,1300,69,1025,9250,,,,
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,6,68453,110,1600,85,1070,8950,,,,
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,63,6,68238,86,1300,69,1050,9900,,,,
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,63,6,68153,110,1600,85,1085,10995,,,,
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,65,4,68000,110,1600,85,1075,10500,,,,
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,4,68000,86,1300,69,1015,8950,,,,
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,2,67762,110,1600,85,1065,9750,,,,
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,67146,110,1600,85,1075,10950,,,,
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,67,2,67110,86,1300,69,1035,9750,,,,
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,59,10,67010,110,1600,85,1065,9950,,,,
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,65,4,67003,110,1600,69,1035,10500,,,,
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,68,1,66785,86,1300,69,1045,10400,,,,
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,68,1,66550,86,1332,69,1010,8800,,,,
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,8,66259,110,1600,85,1065,10500,,,,
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,62,7,66082,110,1600,85,1070,9250,,,,
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,65,4,66000,86,1300,69,1015,7800,,,,
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,8,66000,110,1600,69,1050,9950,,,,
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,63,6,65896,110,1600,85,1065,10750,,,,
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,2,65785,110,1600,85,1075,10950,,,,
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,65,4,65513,110,1600,85,1070,9950,,,,
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,10,65463,110,1600,85,1070,9950,,,,
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,68,1,65400,86,1300,69,1000,8100,,,,
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,9,65259,110,1600,69,1050,9250,,,,
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,5,65000,110,1600,69,1050,7800,,,,
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,1,65000,110,1600,85,1070,9000,,,,
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,57,12,65000,110,1600,69,1035,8950,,,,
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,62,7,64966,86,1300,69,1020,8950,,,,
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,1,64950,110,1600,85,1075,9950,,,,
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,9,64914,110,1600,85,1070,8500,,,,
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,7,64797,110,1600,85,1075,7995,,,,
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,64772,110,1600,69,1050,8750,,,,
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,63,6,64690,86,1300,69,1020,9750,,,,
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,65,4,64630,110,1600,85,1070,10950,,,,
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,2,64613,110,1600,85,1085,9750,,,,
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,60,9,64383,86,1300,69,1015,8200,,,,
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,68,1,64000,110,1600,85,1075,8950,,,,
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,3,63881,86,1300,69,1015,9500,,,,
870,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,58,11,63870,72,2000,185,1135,10950,,,,
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,66,3,63328,86,1300,85,1065,9750,,,,
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,65,4,63000,86,1300,85,1065,9950,,,,
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,61,8,63000,86,1300,69,1050,10450,,,,
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,4,62396,110,1600,69,1050,9850,,,,
